Department,Category,Subcategory,Brand,ALTERNATIVE SWEETENER TYPE,BRAND POSITION,CERTIFIED HOWGOOD RATING,CERTIFIED NON-GMO PROJECT VERIFIED,COMPANY,EQ UNIT SIZE,FAIR TRADE,FLAVOR,FUNCTIONAL INGREDIENT,GRAB N GO,LABELED GLUTEN FREE,LABELED NON-GMO,LABELED ORGANIC,LABELED VEGAN,PACK COUNT,PACKAGING TYPE - PRIMARY,POSITIONING GROUP,PRE AND PROBIOTICS,PRODUCT TYPE,RAW,SIZE,STORAGE,Dollars,Units,Avg % ACV,Max % ACV,TDP,ARP,% of Stores Selling,Average Weekly Dollars Per Store Selling Per Item,Average Weekly Units Per Store Selling Per Item
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,NEU KOMBUCHA,UNKNOWN,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,NEU KOMBUCHA,16,FAIR-TRADE UNKNOWN,UNKNOWN,KOMBUCHA,GRAB N GO FUNCTIONAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,UNKNOWN,16,REFRIGERATED,1836.95,460.43,0.07,0.07,0.07,3.989640119,0.13,37.6780114,9.443962432
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,ETHER ELIXIR,UNKNOWN,SPECIALTY NATURAL,NOT CERTIFIED,NOT CERTIFIED,ETHER,5,FAIR-TRADE UNKNOWN,UNKNOWN,PROBIOTIC SUPPLEMENT,GRAB N GO FUNCTIONAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,UNKNOWN,RF CULTURED / FERMENTED BEV - OTHER,UNKNOWN,5,REFRIGERATED,1836.87,344.7,0.7025,1.9,1.9,5.328894691,1.63,6.240871188,1.171138022
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,INDIAN RIVER SELECT,NO ALTERNATIVE SWEETENER PRESENCE,SPECIALTY GOURMET,NOT CERTIFIED,NOT CERTIFIED,FRESHCO LTD,12,NOT FAIR-TRADE,GRAPEFRUIT,SUBCATEGORY NOT CODED,GRAB N GO JUICE,NOT LABELED GLUTEN FREE,NOT LABELED NON-GMO,NOT LABELED ORGANIC,NOT LABELED VEGAN,1,PLASTIC,SPECIALTY & WELLNESS POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF JUICE (NON-ORANGE),NOT RAW POSITIONED,12,REFRIGERATED,1829.45,710.68,0.2,0.2,0.2,2.574224686,0.13,24.12268557,9.370854727
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,ROCBUCHA,UNKNOWN,NATURALLY PERCEIVED,NOT CERTIFIED,NOT CERTIFIED,ROCBUCHA,12,FAIR-TRADE UNKNOWN,UNKNOWN,KOMBUCHA,GRAB N GO FUNCTIONAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,UNKNOWN,12,REFRIGERATED,1825.91,449.34,0.072307692,0.14,0.14,4.063537633,0.39,7.490313595,1.84329869
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,BAO,UNKNOWN,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,BAD ASS ORGANICS LLC,12,FAIR-TRADE UNKNOWN,UNKNOWN,KOMBUCHA,GRAB N GO FUNCTIONAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,UNKNOWN,12,REFRIGERATED,1822.8,622.49,0.200769231,0.3,0.3,2.928239811,0.42,7.439404848,2.540572264
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,IQ JUICE,UNKNOWN,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,POWERHOUSE BEVERAGE CO LLC,16,NOT FAIR-TRADE,FRUIT - MIXED,GREEN TEAS & SUPPLEMENTS,GRAB N GO FUNCTIONAL,UNKNOWN,NOT LABELED NON-GMO,NOT LABELED ORGANIC,NOT LABELED VEGAN,1,PLASTIC,NATURAL POSITIONING GROUP,UNKNOWN,RF FUNCTIONAL JUICE & BEV,NOT RAW POSITIONED,16,REFRIGERATED,1812.54,448.5,0.176153846,0.31,0.31,4.041337793,0.53,4.827689257,1.19457702
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,LORIS ORIGINAL LEMONADE,UNKNOWN,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,LORIS ORIGINAL LEMONADE,16,FAIR-TRADE UNKNOWN,UNKNOWN,SUBCATEGORY NOT CODED,GRAB N GO JUICE,NOT LABELED GLUTEN FREE,UNKNOWN,UNKNOWN,NOT LABELED VEGAN,1,UNKNOWN,NATURAL POSITIONING GROUP,UNKNOWN,RF LEMONADE / LIMEADE,UNKNOWN,16,REFRIGERATED,1809.93,721.7,0.68,1.47,1.47,2.507870306,0.99,2.686137614,1.071083145
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,NOOTRA,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,NOOTRA,2.5,NOT FAIR-TRADE,UNKNOWN,ALOE VERA,GRAB N GO FUNCTIONAL,NOT LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,NOT LABELED VEGAN,1,PLASTIC,NATURAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF FUNCTIONAL JUICE & BEV,NOT RAW POSITIONED,2.5,REFRIGERATED,1808.46,716.43,0.404444444,0.73,0.73,2.524266153,0.85,4.64166503,1.8388176
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,REJUVENATION COMPANY,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,THE REJUVENATION CO,20,NOT FAIR-TRADE,GINGER,KOMBUCHA,GRAB N GO FUNCTIONAL,NOT LABELED GLUTEN FREE,UNKNOWN,LABELED ORGANIC 95-99%,UNKNOWN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,20,REFRIGERATED,1807.84,457.36,0.488461538,1.42,1.42,3.952772433,0.54,4.820521025,1.219529104
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,HEX FERMENTS,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,HEX FERMENTS,25.3,NOT FAIR-TRADE,HIBISCUS,KOMBUCHA,NOT GRAB N GO,NOT LABELED GLUTEN FREE,NOT LABELED NON-GMO,NOT LABELED ORGANIC,NOT LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,25.3,REFRIGERATED,1806.73,166.74,0.384,1.04,1.04,10.83561233,1.09,9.1795451,0.847164408
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,NAKED HIPPIE BREW,NO ALTERNATIVE SWEETENER PRESENCE,SPECIALTY NATURAL,NOT CERTIFIED,NOT CERTIFIED,NAKED HIPPIE BREW,12,NOT FAIR-TRADE,CHAI,KOMBUCHA,GRAB N GO FUNCTIONAL,LABELED GLUTEN FREE,NOT LABELED NON-GMO,NOT LABELED ORGANIC,NOT LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,12,REFRIGERATED,1806.54,486.57,0.193636364,0.66,0.66,3.712805968,0.56,5.664654842,1.525707212
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,LUPAS KITCHEN,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,GUSSIES GREETINGS INC,12,NOT FAIR-TRADE,GINGER,KOMBUCHA,GRAB N GO FUNCTIONAL,NOT LABELED GLUTEN FREE,NOT LABELED NON-GMO,LABELED ORGANIC 95-99%,NOT LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PREBIOTIC & PROBIOTIC,KOMBUCHA,NOT RAW POSITIONED,12,REFRIGERATED,1805.42,445.03,0.147,0.15,0.15,4.0568501,0.2,21.66330694,5.339932805
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE ORANGE,EVOLUTION,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,STARBUCKS CORP,59,NOT FAIR-TRADE,ORANGE,SUBCATEGORY NOT CODED,NOT GRAB N GO,NOT LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,NOT LABELED ORGANIC,NOT LABELED VEGAN,1,PLASTIC,NATURAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF JUICE - ORANGE - NOT FROM CONCENTRATE,SUBCATEGORY NOT CODED,59,REFRIGERATED,1798.42,194.51,0.29,0.44,0.44,9.245899954,0.37,31.812256,3.44068789
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,HARVEST ROOTS,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,HARVEST ROOTS FERMENTS,12,NOT FAIR-TRADE,BERRY,KOMBUCHA,GRAB N GO FUNCTIONAL,NOT LABELED GLUTEN FREE,NOT LABELED NON-GMO,LABELED ORGANIC 95-99%,NOT LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,12,REFRIGERATED,1797.36,400.31,0.22,0.22,0.22,4.489920312,0.2,34.0525179,7.584214315
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,NUGGETS KOMBUCHA,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,NUGGETS RAW KOMBUCHA,12,FAIR-TRADE CLAIM,FRUIT - MIXED,KOMBUCHA,GRAB N GO FUNCTIONAL,NOT LABELED GLUTEN FREE,UNKNOWN,LABELED ORGANIC 1-69%,UNKNOWN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,12,REFRIGERATED,1796.69,526.84,0.171,0.5,0.5,3.410314327,0.65,6.030365123,1.768272524
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,BREW DR KOMBUCHA,NO ALTERNATIVE SWEETENER PRESENCE,SPECIALTY NATURAL,NOT CERTIFIED,NOT CERTIFIED,TOWNSHENDS TEA CO,48,NOT FAIR-TRADE,BERRY,KOMBUCHA,NOT GRAB N GO,NOT LABELED GLUTEN FREE,NOT LABELED NON-GMO,LABELED ORGANIC 95-99%,NOT LABELED VEGAN,1,CAN,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,48,REFRIGERATED,1776.32,177.78,1.18,2.18,2.18,9.991675104,0.8,22.83657307,2.285560012
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,VITA-J VITAMIN JUICE,UNKNOWN,CONVENTIONAL FUNCTIONAL,CERTIFIED HOWGOOD RATING - NOT RATED,NOT CERTIFIED,RAPHAH INC,16,NOT FAIR-TRADE,ORANGE,MULTIPLE VITAMIN - ADULT,GRAB N GO FUNCTIONAL,UNKNOWN,UNKNOWN,UNKNOWN,NOT LABELED VEGAN,1,PLASTIC,SPECIALTY & WELLNESS POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF FUNCTIONAL JUICE & BEV,NOT RAW POSITIONED,16,REFRIGERATED,1775.17,805.95,0.185384615,0.38,0.38,2.202580805,0.51,4.913572312,2.230824994
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,HONEYDROP,UNKNOWN,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,BIRCH B LLC,10,FAIR-TRADE UNKNOWN,UNKNOWN,SUBCATEGORY NOT CODED,GRAB N GO JUICE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,UNKNOWN,RF LEMONADE / LIMEADE,UNKNOWN,10,REFRIGERATED,1771.32,570.98,0.384615385,0.89,0.89,3.102245263,0.82,3.534502162,1.139336791
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,MALUS,UNKNOWN,SPECIALTY NATURAL,NOT CERTIFIED,NOT CERTIFIED,COMPANY UNKNOWN,12,FAIR-TRADE UNKNOWN,UNKNOWN,PROBIOTIC SUPPLEMENT,GRAB N GO FUNCTIONAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,UNKNOWN,RF CULTURED / FERMENTED BEV - OTHER,UNKNOWN,12,REFRIGERATED,1768.91,446.38,0.25,0.25,0.25,3.962789552,0.12,62.42712348,15.75332797
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,KIND KOMBUCHA,UNKNOWN,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,GOEHL & WALKER RAW FOODS LLC,12,FAIR-TRADE UNKNOWN,UNKNOWN,KOMBUCHA,GRAB N GO FUNCTIONAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,UNKNOWN,12,REFRIGERATED,1767.9,490.15,0.193076923,0.29,0.29,3.606855044,0.4,6.239147927,1.729802792
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,JANSAL VALLEY,UNKNOWN,SPECIALTY GOURMET,NOT CERTIFIED,NOT CERTIFIED,FRIENDLY FRUIT INC,64,FAIR-TRADE UNKNOWN,UNKNOWN,SUBCATEGORY NOT CODED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,SPECIALTY & WELLNESS POSITIONING GROUP,UNKNOWN,RF LEMONADE / LIMEADE,UNKNOWN,64,REFRIGERATED,1767.44,325.09,0.33,0.33,0.33,5.436771356,0.12,50.49424617,9.287542711
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,ELIXIR KOMBUCHA,UNKNOWN,SPECIALTY NATURAL,NOT CERTIFIED,NOT CERTIFIED,ELIXIR KOMBUCHA,16,FAIR-TRADE UNKNOWN,UNKNOWN,KOMBUCHA,GRAB N GO FUNCTIONAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,UNKNOWN,16,REFRIGERATED,1766.54,463.42,0.057272727,0.15,0.15,3.81196323,0.27,15.70132167,4.118959372
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,BOOCHY MAMAS,UNKNOWN,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,GREAT LAKES TONICS LLC,16,FAIR-TRADE UNKNOWN,UNKNOWN,KOMBUCHA,GRAB N GO FUNCTIONAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,UNKNOWN,16,REFRIGERATED,1765.39,408.84,0.23,0.31,0.31,4.318046179,0.39,12.07007713,2.795263558
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,RED JACKET ORCHARDS,NO ALTERNATIVE SWEETENER PRESENCE,SPECIALTY GOURMET,CERTIFIED HOWGOOD RATING - GREAT,NOT CERTIFIED,RED JACKET ORCHARDS INC,12,NOT FAIR-TRADE,APRICOT,SUBCATEGORY NOT CODED,GRAB N GO JUICE,NOT LABELED GLUTEN FREE,UNKNOWN,NOT LABELED ORGANIC,NOT LABELED VEGAN,1,PLASTIC,SPECIALTY & WELLNESS POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF NECTAR,NOT RAW POSITIONED,12,REFRIGERATED,1755.29,756.97,0.294615385,0.3,0.3,2.318836942,0.2,12.15103561,5.240142327
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,NOOTRA,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,NOOTRA,2.5,NOT FAIR-TRADE,UNKNOWN,CHARCOAL,GRAB N GO FUNCTIONAL,NOT LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,NOT LABELED VEGAN,1,PLASTIC,NATURAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF FUNCTIONAL JUICE & BEV,NOT RAW POSITIONED,2.5,REFRIGERATED,1753.71,707.64,0.371428571,0.73,0.73,2.478251653,0.85,5.712987305,2.305249064
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,NAKED JUICE,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - NOT RATED,CERTIFIED NON-GMO PROJECT VERIFIED,PEPSICO INC,15.2,NOT FAIR-TRADE,FRUIT - MIXED,PROBIOTIC SUPPLEMENT,GRAB N GO FUNCTIONAL,LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,NOT LABELED ORGANIC,LABELED VEGAN,1,PLASTIC,NATURAL POSITIONING GROUP,PROBIOTIC,RF FUNCTIONAL JUICE & BEV,NOT RAW POSITIONED,15.2,REFRIGERATED,1753.43,529.97,0.306153846,0.82,0.82,3.308545767,0.75,3.435016627,1.038225513
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,KOMBUCHA WONDER DRINK,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - GREAT,NOT CERTIFIED,HARRIS FREEMAN & CO INC,14,NOT FAIR-TRADE,GRAPE,KOMBUCHA,GRAB N GO FUNCTIONAL,NOT LABELED GLUTEN FREE,NOT LABELED NON-GMO,LABELED ORGANIC 100%,NOT LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,NOT RAW POSITIONED,14,SHELF STABLE,1743.17,530.26,0.388461538,1.99,1.99,3.287387319,1.73,1.450846244,0.441337179
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,SOLAVITA,UNKNOWN,SPECIALTY NATURAL,NOT CERTIFIED,NOT CERTIFIED,SOLAVITA,12,FAIR-TRADE UNKNOWN,UNKNOWN,KOMBUCHA,GRAB N GO FUNCTIONAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,UNKNOWN,12,REFRIGERATED,1737.12,438.08,0.02,0.02,0.02,3.965303141,0.13,21.3782282,5.39132254
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,UNITY VIBRATION,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,UNITY VIBRATION,12,NOT FAIR-TRADE,GINGER,KOMBUCHA,GRAB N GO FUNCTIONAL,NOT LABELED GLUTEN FREE,UNKNOWN,LABELED ORGANIC 95-99%,UNKNOWN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,12,REFRIGERATED,1735.71,430.76,0.276153846,1.09,1.09,4.02941313,1.19,2.625233679,0.651517626
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,CARLSON ORCHARDS,NO ALTERNATIVE SWEETENER PRESENCE,SPECIALTY GOURMET,NOT CERTIFIED,NOT CERTIFIED,CARLSON ORCHARDS INC,64,NOT FAIR-TRADE,APPLE,SUBCATEGORY NOT CODED,NOT GRAB N GO,NOT LABELED GLUTEN FREE,NOT LABELED NON-GMO,NOT LABELED ORGANIC,NOT LABELED VEGAN,1,PLASTIC,SPECIALTY & WELLNESS POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF JUICE (NON-ORANGE),NOT RAW POSITIONED,64,REFRIGERATED,1735.28,388.98,0.05,0.05,0.05,4.461103399,0.12,148.7263876,33.33847578
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,BARSOTTI,NO ALTERNATIVE SWEETENER PRESENCE,NATURALLY PERCEIVED,NOT CERTIFIED,CERTIFIED NON-GMO PROJECT VERIFIED,BARSOTTI JUICE CO INC,64,FAIR-TRADE UNKNOWN,FRUIT - OTHER,SUBCATEGORY NOT CODED,GRAB N GO JUICE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,PLASTIC,NATURAL POSITIONING GROUP,UNKNOWN,RF JUICE (NON-ORANGE),NOT RAW POSITIONED,64,REFRIGERATED,1731.26,136.42,1.085,1.4,1.4,12.69066119,0.7,29.67636875,2.338441496
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,BIG EASY BUCHA,UNKNOWN,SPECIALTY NATURAL,NOT CERTIFIED,CERTIFIED NON-GMO PROJECT VERIFIED,BIG EASY BUCHA,16,FAIR-TRADE UNKNOWN,UNKNOWN,KOMBUCHA,GRAB N GO FUNCTIONAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,UNKNOWN,16,REFRIGERATED,1730.08,433.58,0.03,0.03,0.03,3.990220951,0.14,22.81241676,5.717081095
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,CABOOST KOMBUCHA,UNKNOWN,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,BORA VENTURES INC,16,FAIR-TRADE UNKNOWN,UNKNOWN,PROBIOTIC SUPPLEMENT,GRAB N GO FUNCTIONAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,UNKNOWN,KOMBUCHA,UNKNOWN,16,REFRIGERATED,1730.08,532.21,0.171538462,0.21,0.21,3.250746886,0.23,10.41436418,3.203683505
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,TRIBAL,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,TRIBAL JUICERY,15.6,FAIR-TRADE UNKNOWN,VEGETABLE  - OTHER,SUBCATEGORY NOT CODED,GRAB N GO JUICE,NOT LABELED GLUTEN FREE,UNKNOWN,NOT LABELED ORGANIC,UNKNOWN,1,PLASTIC,NATURAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF JUICE - VEGETABLE,RAW POSITIONED,15.6,REFRIGERATED,1729.09,313.04,0.109,0.27,0.27,5.523543317,0.56,6.351251084,1.149850869
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE ORANGE,ROYAL CREST,UNKNOWN,CONVENTIONAL,NOT CERTIFIED,NOT CERTIFIED,ROYAL CREST DAIRY INC,64,FAIR-TRADE UNKNOWN,UNKNOWN,SUBCATEGORY NOT CODED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,CONVENTIONAL POSITIONING GROUP,UNKNOWN,RF JUICE - ORANGE - NOT FROM CONCENTRATE,SUBCATEGORY NOT CODED,64,REFRIGERATED,1722.44,497.05,0.08,0.08,0.08,3.46532542,0.13,18.34404727,5.293600181
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,VOILA!,NO ALTERNATIVE SWEETENER PRESENCE,NATURALLY PERCEIVED,NOT CERTIFIED,NOT CERTIFIED,VOILA THE JUICE CO,64,NOT FAIR-TRADE,APPLE,SUBCATEGORY NOT CODED,NOT GRAB N GO,NOT LABELED GLUTEN FREE,UNKNOWN,LABELED ORGANIC 100%,NOT LABELED VEGAN,1,PLASTIC,NATURAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF JUICE (NON-ORANGE),NOT RAW POSITIONED,64,REFRIGERATED,1721.1,223.25,0.12,0.12,0.12,7.709294513,0.15,20.65154788,2.678785697
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,EGGURT,NO ALTERNATIVE SWEETENER PRESENCE,NATURALLY PERCEIVED,NOT CERTIFIED,NOT CERTIFIED,HENNINGSEN FOODS INC,8,NOT FAIR-TRADE,FRUIT - OTHER,SUBCATEGORY NOT CODED,GRAB N GO FUNCTIONAL,LABELED GLUTEN FREE,NOT LABELED NON-GMO,NOT LABELED ORGANIC,NOT LABELED VEGAN,1,PLASTIC,NATURAL POSITIONING GROUP,PROBIOTIC,RF CULTURED / FERMENTED BEV - OTHER,NOT RAW POSITIONED,8,REFRIGERATED,1719.91,506.5,0.454615385,1.04,1.04,3.395676209,0.47,5.37662241,1.583373113
